,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
8,charles oliveira,0.07866597271775794,0.1905712761904762,1.9523809523809523,-1.0,1,0.6098048,0.391748762867968,0.49326455868719776,2025-10-11,1.0,-0.07866597271775794,1.9523809523809523
7,cody gibson,0.08962205228408368,0.06532088510638295,1.5319148936170213,-1.0,1,0.6954178,0.485808137829168,0.11632508267127983,2025-10-18,0.0,-0.08962205228408368,1.5319148936170213
1,hyunsung park,0.08962205228408368,0.04787684000000003,1.5,-1.0,0,0.69858456,0.485808137829168,0.11632508267127983,2025-10-18,1.0,-0.08962205228408368,1.5
2,virna jandiroba,0.061131109078104054,0.3572663749999999,2.25,-1.0,1,0.6032295,0.31159186431525,0.6545527995139775,2025-10-25,0.0,-0.061131109078104054,2.25
7,nathaniel wood,0.061131109078104054,0.21903322000000025,2.3600000000000003,-1.0,1,0.5165395,0.31159186431525,0.6545527995139775,2025-10-25,1.0,-0.061131109078104054,2.3600000000000003
2,isaac dulgarian,0.07939545162886019,0.3726004203389831,1.847457627118644,-1.0,1,0.7429672,0.44718846573416005,0.6523234835601168,2025-11-01,0.0,-0.07939545162886019,1.847457627118644
6,timmy cuamba,0.07939545162886019,0.20379060000000004,2.0,-1.0,1,0.6018953,0.44718846573416005,0.6523234835601168,2025-11-01,1.0,-0.07939545162886019,2.0
9,denise gomes,0.08005427949265215,0.22168007111111115,1.5555555555555556,2.7333333333333334,0,0.78536576,0.395030416793216,0.4747802226946731,2025-11-08,0.0,0.08005427949265215,1.5555555555555556
8,christian leroy duncan,0.08005427949265215,0.20717383999999983,2.4,2.7333333333333334,1,0.5029891,0.395030416793216,0.4747802226946731,2025-11-08,1.0,0.08005427949265215,2.4
6,islam makhachev,0.15026535181284467,0.08872912411347539,1.3546099290780145,0.8471953578336562,0,0.8037215,0.61508926953225,0.13619004333326656,2025-11-15,0.0,0.15026535181284467,1.3546099290780145
0,erin blanchfield,0.15026535181284467,0.04359295454545459,1.3636363636363638,0.8471953578336562,1,0.7653015,0.61508926953225,0.13619004333326656,2025-11-15,1.0,0.15026535181284467,1.3636363636363638
5,tagir ulanbekov,0.1268875103181823,0.17680257500000002,1.5,-1.0,1,0.78453505,0.601563196673335,0.3425129876978086,2025-11-22,0.0,-0.1268875103181823,1.5
1,volkan oezdemir,0.1268875103181823,0.14081411463414628,1.4878048780487805,-1.0,1,0.7667767,0.601563196673335,0.3425129876978086,2025-11-22,1.0,-0.1268875103181823,1.4878048780487805
8,merab dvalishvili,0.08827867840257371,1.115755,2.5,-1.0,1,0.846302,0.6803492867368,1.4095703905261665,2025-12-06,0.0,-0.08827867840257371,2.5
3,grant dawson,0.08827867840257371,0.13887023333333337,1.4166666666666667,-1.0,1,0.8039084,0.6803492867368,1.4095703905261665,2025-12-06,0.0,-0.08827867840257371,1.4166666666666667
4,manel kape,0.11816389759816597,0.08438473617021275,1.425531914893617,1.3633818589025757,0,0.7606878,0.49132604402538,0.16119105925595134,2025-12-13,0.0,0.11816389759816597,1.425531914893617
